1  2646
1  327
1  206
1  195
1  197
1  187
1  183
1  184
1  281
1  184
2  597
2  467
2  314
2  438
2  361
2  381
2  293
2  305
2  264
2  341
4  702
4  882
4  795
4  687
4  878
4  742
4  758
4  688
4  691
4  602
8  1560
8  1630
8  1563
8  1457
8  1413
8  1460
8  1433
8  1587
8  1470
8  1414
16  4206
16  3464
16  3317
16  3411
16  3260
16  3445
16  3080
16  3280
16  3280
16  3304
32  7924
32  7747
32  7623
32  7847
32  7273
32  7453
32  7200
32  7453
32  7131
32  7326
64  18107
64  17932
64  18156
64  17662
64  17562
64  16766
64  17438
64  17461
64  17505
64  17344
128  47353
128  46601
128  49522
128  47523
128  46050
128  46445
128  47547
128  47519
128  48265
128  64734
256  152916
256  156434
256  150625
256  147654
256  152315
256  147809
256  147832
256  157423
256  146422
256  145083
512  522736
512  512934
512  525962
512  540278
512  492532
512  469758
512  468972
512  484275
512  471804
512  470234
1024  1860303
1024  1744611
1024  1702186
1024  1734507
1024  1719960
1024  1549194
1024  1592823
1024  1548401
1024  1602649
1024  1481144
2048  11478319
2048  10519027
2048  10240253
2048  9577563
2048  8932180
2048  8592095
2048  8147438
2048  7682855
2048  7987383
2048  7309248
4096  37244323
4096  35144052
4096  34466620
4096  37419902
4096  37498737
4096  36527368
4096  36572752
4096  35893859
4096  36649729
4096  35712811
8192  171772066
8192  174726802
8192  169268052
8192  175008037
8192  173885277
8192  169444998
8192  176112928
8192  172596821
8192  169334373
8192  177975122
16384  1130765711
16384  1128928126
16384  1116211539
16384  1111541759
16384  1122023767
16384  1121323524
16384  1105163680
16384  1117397534
16384  1120171019
16384  1113307496
32768  5541376822
32768  5785881958
32768  5771423928
32768  5775499434
32768  5792680246
32768  5768740014
32768  5816891206
32768  5805771758
32768  5766457516
32768  5741094274
1  4454
2  1073
4  1514
8  3077
16  5897
32  11086
64  25597
128  62706
256  196045
512  629379
1024  3055562
2048  14585169
4096  59516955
8192  188291366
16384  1114876788
32768  5803858106
65536  27415999134
