1  1760
1  337
1  204
1  175
1  173
1  177
1  170
1  177
1  173
1  176
2  872
2  541
2  375
2  7168
2  471
2  344
2  321
2  367
2  317
2  361
4  1981
4  1050
4  762
4  1086
4  955
4  651
4  992
4  699
4  711
4  555
8  1979
8  1861
8  1530
8  1614
8  1701
8  1643
8  1463
8  1450
8  1513
8  1501
16  5668
16  4159
16  4523
16  4142
16  3908
16  4039
16  3839
16  3975
16  3728
16  3885
32  10603
32  7626
32  7392
32  7553
32  7837
32  7453
32  7292
32  7386
32  7166
32  7196
64  18998
64  16593
64  16676
64  15945
64  16168
64  16205
64  16290
64  15601
64  15900
64  15654
128  36689
128  36380
128  36156
128  36165
128  35804
128  35467
128  35580
128  35304
128  35825
128  35547
256  104638
256  101718
256  99781
256  99733
256  100335
256  99290
256  99680
256  101896
256  99439
256  99487
512  353881
512  316184
512  320449
512  318188
512  296024
512  290555
512  289771
512  291415
512  291301
512  291201
1024  1026594
1024  1016777
1024  945686
1024  958506
1024  953250
1024  875037
1024  889889
1024  875637
1024  889165
1024  829923
2048  3076191
2048  2851986
2048  2594169
2048  2458403
2048  2333815
2048  2279797
2048  2083041
2048  1972239
2048  1938440
2048  1843507
4096  6823793
4096  5922059
4096  5883495
4096  6332916
4096  6314797
4096  6286846
4096  6264516
4096  6280559
4096  5899690
4096  6339113
8192  25874371
8192  24828157
8192  24727632
8192  24802149
8192  24799990
8192  24727504
8192  24869361
8192  24804762
8192  24758920
8192  24787619
16384  101190829
16384  100886501
16384  100824544
16384  101142195
16384  101925660
16384  100926724
16384  100686129
16384  100931949
16384  101426981
16384  100770879
32768  408445579
32768  408141793
32768  407543374
32768  414336166
32768  410673104
32768  408614089
32768  408350311
32768  409444178
32768  416127291
32768  415387157
1  2884
2  1520
4  12930
8  3999
16  8677
32  17103
64  31089
128  57347
256  166138
512  502639
1024  1745996
2048  4558662
4096  12493698
8192  33629847
16384  104120670
32768  410063730
65536  1680490333
