10000  448
20000  381
30000  391
40000  376
50000  349
60000  323
70000  333
80000  333
90000  347
100000  292
110000  268
120000  260
130000  258
140000  319
150000  264
160000  240
170000  228
180000  202
190000  237
200000  250
210000  220
220000  176
230000  179
240000  157
250000  164
260000  154
270000  178
280000  169
290000  168
300000  155
310000  154
320000  169
330000  159
340000  255
350000  150
360000  203
370000  149
380000  143
390000  146
400000  155
410000  262
420000  165
430000  157
440000  148
450000  158
460000  197
470000  150
480000  160
490000  238
500000  171
510000  326
520000  233
530000  196
540000  242
550000  249
560000  400
570000  193
580000  261
590000  151
600000  179
610000  195
620000  255
630000  193
640000  171
650000  200
660000  171
670000  181
680000  233
690000  263
700000  218
710000  261
720000  334
730000  289
740000  384
750000  346
760000  212
770000  238
780000  260
790000  195
800000  304
810000  234
820000  195
830000  293
840000  210
850000  235
860000  240
870000  255
880000  299
890000  401
900000  202
910000  245
920000  300
930000  228
940000  203
950000  234
960000  280
970000  243
980000  502
990000  273
1000000  260
1010000  354
1020000  464
1030000  219
1040000  324
1050000  272
1060000  239
1070000  238
1080000  273
1090000  361
1100000  213
1110000  293
1120000  246
1130000  208
1140000  282
1150000  215
1160000  223
1170000  394
1180000  195
1190000  235
1200000  320
1210000  229
1220000  197
1230000  234
1240000  215
1250000  236
1260000  359
1270000  238
1280000  354
1290000  228
1300000  211
1310000  194
1320000  264
1330000  230
1340000  209
1350000  951
1360000  273
1370000  296
1380000  231
1390000  197
1400000  418
1410000  279
1420000  223
1430000  331
1440000  216
1450000  251
1460000  246
1470000  297
1480000  249
1490000  239
1500000  224
1510000  255
1520000  226
1530000  257
1540000  229
1550000  232
1560000  267
1570000  233
1580000  406
1590000  214
1600000  237
1610000  251
1620000  244
1630000  254
1640000  244
1650000  301
1660000  370
1670000  223
1680000  319
1690000  277
1700000  249
1710000  383
1720000  260
1730000  232
1740000  222
1750000  289
1760000  245
1770000  242
1780000  245
1790000  253
1800000  281
1810000  279
1820000  365
1830000  303
1840000  377
1850000  265
1860000  249
1870000  226
1880000  323
1890000  523
1900000  399
1910000  356
1920000  273
1930000  418
1940000  506
1950000  324
1960000  395
1970000  496
1980000  394
1990000  425
2000000  333
2010000  352
2020000  406
2030000  332
2040000  532
2050000  441
2060000  430
2070000  376
2080000  293
2090000  312
2100000  455
2110000  932
2120000  724
2130000  518
2140000  361
2150000  424
2160000  269
2170000  382
2180000  518
2190000  266
2200000  381
2210000  315
2220000  339
2230000  450
2240000  373
2250000  387
2260000  678
2270000  975
2280000  13444
2290000  411
2300000  474
2310000  569
2320000  305
2330000  255
2340000  333
2350000  315
2360000  386
2370000  362
2380000  373
2390000  388
2400000  484
2410000  339
2420000  435
2430000  895
2440000  330
2450000  492
2460000  424
2470000  389
2480000  455
2490000  258
2500000  395
2510000  376
2520000  598
2530000  642
2540000  642
2550000  452
2560000  422
2570000  322
2580000  626
2590000  635
2600000  398
2610000  499
2620000  462
2630000  411
2640000  470
2650000  435
2660000  612
2670000  532
2680000  587
2690000  675
2700000  458
2710000  614
2720000  405
2730000  405
2740000  405
2750000  361
2760000  692
2770000  1302
2780000  575
2790000  666
2800000  677
2810000  577
2820000  356
2830000  686
2840000  354
2850000  546
2860000  369
2870000  426
2880000  397
